HCP_ID,Channel,Priority
18523,SF,2
18523,Veeva Email,3
18523,Medscape Email,4
18523,EDH Alert,5
18523,Medscape Alert,6
18524,HQ Email,1
18524,SF,2
18524,Veeva Email,3
18524,Medscape Email,4
18524,EDH Alert,5
18524,Medscape Alert,6
18525,HQ Email,1
18525,SF,2
18525,Veeva Email,3
18525,Medscape Email,4
18525,EDH Alert,5
18525,Medscape Alert,6
18526,HQ Email,1
18526,SF,2
18526,Veeva Email,3
18526,Medscape Email,4
18526,EDH Alert,5
18526,Medscape Alert,6
18527,HQ Email,1
18527,SF,2
18527,Veeva Email,3
18527,Medscape Email,4
18527,EDH Alert,5
18527,Medscape Alert,6
18528,HQ Email,1
18528,SF,2
18528,Veeva Email,3
18528,Medscape Email,4
18528,EDH Alert,5
18528,Medscape Alert,6
18529,HQ Email,1
18529,SF,2
18529,Veeva Email,3
18529,Medscape Email,4
18529,EDH Alert,5
18529,Medscape Alert,6
18530,HQ Email,1
18530,SF,2
18530,Veeva Email,3
18530,Medscape Email,4
18530,EDH Alert,5
18530,Medscape Alert,6
18531,HQ Email,1
18531,SF,2
18531,Veeva Email,3
18531,Medscape Email,4
18531,EDH Alert,5
18531,Medscape Alert,6
18532,HQ Email,1
18532,SF,2
18532,Veeva Email,3
18532,Medscape Email,4
18532,EDH Alert,5
18532,Medscape Alert,6
18533,HQ Email,1
18533,SF,2
18533,Veeva Email,3
18533,Medscape Email,4
18533,EDH Alert,5
18533,Medscape Alert,6
18534,HQ Email,1
18534,SF,2
18534,Veeva Email,3
18534,Medscape Email,4
18534,EDH Alert,5
18534,Medscape Alert,6
18535,HQ Email,1
18535,SF,2
18535,Veeva Email,3
18535,Medscape Email,4
18535,EDH Alert,5
18535,Medscape Alert,6
18536,HQ Email,1
18536,SF,2
18536,Veeva Email,3
18536,Medscape Email,4
18536,EDH Alert,5
18536,Medscape Alert,6
18537,HQ Email,1
18537,SF,2
18537,Veeva Email,3
18537,Medscape Email,4
18537,EDH Alert,5
18537,Medscape Alert,6
18538,HQ Email,1
18538,SF,2
18538,Veeva Email,3
18538,Medscape Email,4
18538,EDH Alert,5
18538,Medscape Alert,6
18539,HQ Email,1
18539,SF,2
18539,Veeva Email,3
18539,Medscape Email,4
18539,EDH Alert,5
18539,Medscape Alert,6
18540,HQ Email,1
18540,SF,2
18540,Veeva Email,3
18540,Medscape Email,4
18540,EDH Alert,5
18540,Medscape Alert,6
18541,HQ Email,1
18541,SF,2
18541,Veeva Email,3
18541,Medscape Email,4
18541,EDH Alert,5
18541,Medscape Alert,6
18542,HQ Email,1
18542,SF,2
18542,Veeva Email,3
18542,Medscape Email,4
18542,EDH Alert,5
18542,Medscape Alert,6
18543,HQ Email,1
18543,SF,2
18543,Veeva Email,3
18543,Medscape Email,4
18543,EDH Alert,5
18543,Medscape Alert,6
18544,HQ Email,1
18544,SF,2
18544,Veeva Email,3
18544,Medscape Email,4
18544,EDH Alert,5
18544,Medscape Alert,6
18545,HQ Email,1
18545,SF,2
18545,Veeva Email,3
18545,Medscape Email,4
18545,EDH Alert,5
18545,Medscape Alert,6
18546,HQ Email,1
18546,SF,2
18546,Veeva Email,3
18546,Medscape Email,4
18546,EDH Alert,5
18546,Medscape Alert,6
18547,HQ Email,1
18547,SF,2
18547,Veeva Email,3
18547,Medscape Email,4
18547,EDH Alert,5
18547,Medscape Alert,6
18548,HQ Email,1
18548,SF,2
18548,Veeva Email,3
18548,Medscape Email,4
18548,EDH Alert,5
18548,Medscape Alert,6
18549,HQ Email,1
18549,SF,2
18549,Veeva Email,3
18549,Medscape Email,4
18549,EDH Alert,5
18549,Medscape Alert,6
18550,HQ Email,1
18550,SF,2
18550,Veeva Email,3
18550,Medscape Email,4
18550,EDH Alert,5
18550,Medscape Alert,6
18551,HQ Email,1
18551,SF,2
18551,Veeva Email,3
18551,Medscape Email,4
18551,EDH Alert,5
18551,Medscape Alert,6
18552,HQ Email,1
18552,SF,2
18552,Veeva Email,3
18552,Medscape Email,4
18552,EDH Alert,5
18552,Medscape Alert,6
18553,HQ Email,1
18553,SF,2
18553,Veeva Email,3
18553,Medscape Email,4
18553,EDH Alert,5
18553,Medscape Alert,6
18554,HQ Email,1
18554,SF,2
18554,Veeva Email,3
18554,Medscape Email,4
18554,EDH Alert,5
18554,Medscape Alert,6
18555,HQ Email,1
18555,SF,2
18555,Veeva Email,3
18555,Medscape Email,4
18555,EDH Alert,5
18555,Medscape Alert,6
18556,HQ Email,1
18556,SF,2
18556,Veeva Email,3
18556,Medscape Email,4
18556,EDH Alert,5
18556,Medscape Alert,6
18557,HQ Email,1
18557,SF,2
18557,Veeva Email,3
18557,Medscape Email,4
18557,EDH Alert,5
18557,Medscape Alert,6
18558,HQ Email,1
18558,SF,2
18558,Veeva Email,3
18558,Medscape Email,4
18558,EDH Alert,5
18558,Medscape Alert,6
18559,HQ Email,1
18559,SF,2
18559,Veeva Email,3
18559,Medscape Email,4
18559,EDH Alert,5
18559,Medscape Alert,6
18560,HQ Email,1
18560,SF,2
18560,Veeva Email,3
18560,Medscape Email,4
18560,EDH Alert,5
18560,Medscape Alert,6
18561,HQ Email,1
18561,SF,2
18561,Veeva Email,3
18561,Medscape Email,4
18561,EDH Alert,5
18561,Medscape Alert,6
18562,HQ Email,1
18562,SF,2
18562,Veeva Email,3
18562,Medscape Email,4
18562,EDH Alert,5
18562,Medscape Alert,6
18563,HQ Email,1
18563,SF,2
18563,Veeva Email,3
18563,Medscape Email,4
18563,EDH Alert,5
18563,Medscape Alert,6
18564,HQ Email,1
18564,SF,2
18564,Veeva Email,3
18564,Medscape Email,4
18564,EDH Alert,5
18564,Medscape Alert,6
18565,HQ Email,1
18565,SF,2
18565,Veeva Email,3
18565,Medscape Email,4
18565,EDH Alert,5
18565,Medscape Alert,6
18566,HQ Email,1
18566,SF,2
18566,Veeva Email,3
18566,Medscape Email,4
18566,EDH Alert,5
18566,Medscape Alert,6
18567,HQ Email,1
18567,SF,2
18567,Veeva Email,3
18567,Medscape Email,4
18567,EDH Alert,5
18567,Medscape Alert,6
18568,HQ Email,1
18568,SF,2
18568,Veeva Email,3
18568,Medscape Email,4
18568,EDH Alert,5
18568,Medscape Alert,6
18569,HQ Email,1
18569,SF,2
18569,Veeva Email,3
18569,Medscape Email,4
18569,EDH Alert,5
18569,Medscape Alert,6
18570,HQ Email,1
18570,SF,2
18570,Veeva Email,3
18570,Medscape Email,4
18570,EDH Alert,5
18570,Medscape Alert,6
18571,HQ Email,1
18571,SF,2
18571,Veeva Email,3
18571,Medscape Email,4
18571,EDH Alert,5
18571,Medscape Alert,6
18572,HQ Email,1
18572,SF,2
18572,Veeva Email,3
18572,Medscape Email,4
18572,EDH Alert,5
18572,Medscape Alert,6
18573,HQ Email,1
18573,SF,2
18573,Veeva Email,3
18573,Medscape Email,4
18573,EDH Alert,5
18573,Medscape Alert,6
18574,HQ Email,1
18574,SF,2
18574,Veeva Email,3
18574,Medscape Email,4
18574,EDH Alert,5
18574,Medscape Alert,6
18575,HQ Email,1
18575,SF,2
18575,Veeva Email,3
18575,Medscape Email,4
18575,EDH Alert,5
18575,Medscape Alert,6
18576,HQ Email,1
18576,SF,2
18576,Veeva Email,3
18576,Medscape Email,4
18576,EDH Alert,5
18576,Medscape Alert,6
18577,HQ Email,1
18577,SF,2
18577,Veeva Email,3
18577,Medscape Email,4
18577,EDH Alert,5
18577,Medscape Alert,6
18578,HQ Email,1
18578,SF,2
18578,Veeva Email,3
18578,Medscape Email,4
18578,EDH Alert,5
18578,Medscape Alert,6
18579,HQ Email,1
18579,SF,2
18579,Veeva Email,3
18579,Medscape Email,4
18579,EDH Alert,5
18579,Medscape Alert,6
18580,HQ Email,1
18580,SF,2
18580,Veeva Email,3
18580,Medscape Email,4
18580,EDH Alert,5
18580,Medscape Alert,6
18581,HQ Email,1
18581,SF,2
18581,Veeva Email,3
18581,Medscape Email,4
18581,EDH Alert,5
18581,Medscape Alert,6
18582,HQ Email,1
18582,SF,2
18582,Veeva Email,3
18582,Medscape Email,4
18582,EDH Alert,5
18582,Medscape Alert,6
18583,HQ Email,1
18583,SF,2
18583,Veeva Email,3
18583,Medscape Email,4
18583,EDH Alert,5
18583,Medscape Alert,6
18584,HQ Email,1
18584,SF,2
18584,Veeva Email,3
18584,Medscape Email,4
18584,EDH Alert,5
18584,Medscape Alert,6
18585,HQ Email,1
18585,SF,2
18585,Veeva Email,3
18585,Medscape Email,4
18585,EDH Alert,5
18585,Medscape Alert,6
18586,HQ Email,1
18586,SF,2
18586,Veeva Email,3
18586,Medscape Email,4
18586,EDH Alert,5
18586,Medscape Alert,6
18587,HQ Email,1
18587,SF,2
18587,Veeva Email,3
18587,Medscape Email,4
18587,EDH Alert,5
18587,Medscape Alert,6
18588,HQ Email,1
18588,SF,2
18588,Veeva Email,3
18588,Medscape Email,4
18588,EDH Alert,5
18588,Medscape Alert,6
18589,HQ Email,1
18589,SF,2
18589,Veeva Email,3
18589,Medscape Email,4
18589,EDH Alert,5
18589,Medscape Alert,6
18590,HQ Email,1
18590,SF,2
18590,Veeva Email,3
18590,Medscape Email,4
18590,EDH Alert,5
18590,Medscape Alert,6
18591,HQ Email,1
18591,SF,2
18591,Veeva Email,3
18591,Medscape Email,4
18591,EDH Alert,5
18591,Medscape Alert,6
18592,HQ Email,1
18592,SF,2
18592,Veeva Email,3
18592,Medscape Email,4
18592,EDH Alert,5
18592,Medscape Alert,6
18593,HQ Email,1
18593,SF,2
18593,Veeva Email,3
18593,Medscape Email,4
18593,EDH Alert,5
18593,Medscape Alert,6
18594,HQ Email,1
18594,SF,2
18594,Veeva Email,3
18594,Medscape Email,4
18594,EDH Alert,5
18594,Medscape Alert,6
18595,HQ Email,1
18595,SF,2
18595,Veeva Email,3
18595,Medscape Email,4
18595,EDH Alert,5
18595,Medscape Alert,6
18596,HQ Email,1
18596,SF,2
18596,Veeva Email,3
18596,Medscape Email,4
18596,EDH Alert,5
18596,Medscape Alert,6
18597,HQ Email,1
18597,SF,2
18597,Veeva Email,3
18597,Medscape Email,4
18597,EDH Alert,5
18597,Medscape Alert,6
18598,HQ Email,1
18598,SF,2
18598,Veeva Email,3
18598,Medscape Email,4
18598,EDH Alert,5
18598,Medscape Alert,6
18599,HQ Email,1
18599,SF,2
18599,Veeva Email,3
18599,Medscape Email,4
18599,EDH Alert,5
18599,Medscape Alert,6
18600,HQ Email,1
18600,SF,2
18600,Veeva Email,3
18600,Medscape Email,4
18600,EDH Alert,5
18600,Medscape Alert,6
18601,HQ Email,1
18601,SF,2
18601,Veeva Email,3
18601,Medscape Email,4
18601,EDH Alert,5
18601,Medscape Alert,6
18602,HQ Email,1
18602,SF,2
18602,Veeva Email,3
18602,Medscape Email,4
18602,EDH Alert,5
18602,Medscape Alert,6
18603,HQ Email,1
18603,SF,2
18603,Veeva Email,3
18603,Medscape Email,4
18603,EDH Alert,5
18603,Medscape Alert,6
18604,HQ Email,1
18604,SF,2
18604,Veeva Email,3
18604,Medscape Email,4
18604,EDH Alert,5
18604,Medscape Alert,6
18605,HQ Email,1
18605,SF,2
18605,Veeva Email,3
18605,Medscape Email,4
18605,EDH Alert,5
18605,Medscape Alert,6
18606,HQ Email,1
18606,SF,2
18606,Veeva Email,3
18606,Medscape Email,4
18606,EDH Alert,5
18606,Medscape Alert,6
18607,HQ Email,1
18607,SF,2
18607,Veeva Email,3
18607,Medscape Email,4
18607,EDH Alert,5
18607,Medscape Alert,6
18608,HQ Email,1
18608,SF,2
18608,Veeva Email,3
18608,Medscape Email,4
18608,EDH Alert,5
18608,Medscape Alert,6
18609,HQ Email,1
18609,SF,2
18609,Veeva Email,3
18609,Medscape Email,4
18609,EDH Alert,5
18609,Medscape Alert,6
18610,HQ Email,1
18610,SF,2
18610,Veeva Email,3
18610,Medscape Email,4
18610,EDH Alert,5
18610,Medscape Alert,6
18611,HQ Email,1
18611,SF,2
18611,Veeva Email,3
18611,Medscape Email,4
18611,EDH Alert,5
18611,Medscape Alert,6
18612,HQ Email,1
18612,SF,2
18612,Veeva Email,3
18612,Medscape Email,4
18612,EDH Alert,5
18612,Medscape Alert,6
18613,HQ Email,1
18613,SF,2
18613,Veeva Email,3
18613,Medscape Email,4
18613,EDH Alert,5
18613,Medscape Alert,6
18614,HQ Email,1
18614,SF,2
18614,Veeva Email,3
18614,Medscape Email,4
18614,EDH Alert,5
18614,Medscape Alert,6
18615,HQ Email,1
18615,SF,2
18615,Veeva Email,3
18615,Medscape Email,4
18615,EDH Alert,5
18615,Medscape Alert,6
18616,HQ Email,1
18616,SF,2
18616,Veeva Email,3
18616,Medscape Email,4
18616,EDH Alert,5
18616,Medscape Alert,6
18617,HQ Email,1
18617,SF,2
18617,Veeva Email,3
18617,Medscape Email,4
18617,EDH Alert,5
18617,Medscape Alert,6
18618,HQ Email,1
18618,SF,2
18618,Veeva Email,3
18618,Medscape Email,4
18618,EDH Alert,5
18618,Medscape Alert,6
18619,HQ Email,1
18619,SF,2
18619,Veeva Email,3
18619,Medscape Email,4
18619,EDH Alert,5
18619,Medscape Alert,6
18620,HQ Email,1
18620,SF,2
18620,Veeva Email,3
18620,Medscape Email,4
18620,EDH Alert,5
18620,Medscape Alert,6
18621,HQ Email,1
18621,SF,2
18621,Veeva Email,3
18621,Medscape Email,4
18621,EDH Alert,5
18621,Medscape Alert,6
18622,HQ Email,1
18622,SF,2
18622,Veeva Email,3
18622,Medscape Email,4
18622,EDH Alert,5
18622,Medscape Alert,6
18623,HQ Email,1
18623,SF,2
18623,Veeva Email,3
18623,Medscape Email,4
18623,EDH Alert,5
18623,Medscape Alert,6
18624,HQ Email,1
18624,SF,2
18624,Veeva Email,3
18624,Medscape Email,4
18624,EDH Alert,5
18624,Medscape Alert,6
18625,HQ Email,1
18625,SF,2
18625,Veeva Email,3
18625,Medscape Email,4
18625,EDH Alert,5
18625,Medscape Alert,6
18626,HQ Email,1
18626,SF,2
18626,Veeva Email,3
18626,Medscape Email,4
18626,EDH Alert,5
18626,Medscape Alert,6
18627,HQ Email,1
18627,SF,2
18627,Veeva Email,3
18627,Medscape Email,4
18627,EDH Alert,5
18627,Medscape Alert,6
18628,HQ Email,1
18628,SF,2
18628,Veeva Email,3
18628,Medscape Email,4
18628,EDH Alert,5
18628,Medscape Alert,6
18629,HQ Email,1
18629,SF,2
18629,Veeva Email,3
18629,Medscape Email,4
18629,EDH Alert,5
18629,Medscape Alert,6
18630,HQ Email,1
18630,SF,2
18630,Veeva Email,3
18630,Medscape Email,4
18630,EDH Alert,5
18630,Medscape Alert,6
18631,HQ Email,1
18631,SF,2
18631,Veeva Email,3
18631,Medscape Email,4
18631,EDH Alert,5
18631,Medscape Alert,6
18632,HQ Email,1
18632,SF,2
18632,Veeva Email,3
18632,Medscape Email,4
18632,EDH Alert,5
18632,Medscape Alert,6
18633,HQ Email,1
18633,SF,2
18633,Veeva Email,3
18633,Medscape Email,4
18633,EDH Alert,5
18633,Medscape Alert,6
18634,HQ Email,1
18634,SF,2
18634,Veeva Email,3
18634,Medscape Email,4
18634,EDH Alert,5
18634,Medscape Alert,6
18635,HQ Email,1
18635,SF,2
18635,Veeva Email,3
18635,Medscape Email,4
18635,EDH Alert,5
18635,Medscape Alert,6
18636,HQ Email,1
18636,SF,2
18636,Veeva Email,3
18636,Medscape Email,4
18636,EDH Alert,5
18636,Medscape Alert,6
18637,HQ Email,1
18637,SF,2
18637,Veeva Email,3
18637,Medscape Email,4
18637,EDH Alert,5
18637,Medscape Alert,6
18638,HQ Email,1
18638,SF,2
18638,Veeva Email,3
18638,Medscape Email,4
18638,EDH Alert,5
18638,Medscape Alert,6
18639,HQ Email,1
18639,SF,2
18639,Veeva Email,3
18639,Medscape Email,4
18639,EDH Alert,5
18639,Medscape Alert,6
18640,HQ Email,1
18640,SF,2
18640,Veeva Email,3
18640,Medscape Email,4
18640,EDH Alert,5
18640,Medscape Alert,6
18641,HQ Email,1
18641,SF,2
18641,Veeva Email,3
18641,Medscape Email,4
18641,EDH Alert,5
18641,Medscape Alert,6
18642,HQ Email,1
18642,SF,2
18642,Veeva Email,3
18642,Medscape Email,4
18642,EDH Alert,5
18642,Medscape Alert,6
18643,HQ Email,1
18643,SF,2
18643,Veeva Email,3
18643,Medscape Email,4
18643,EDH Alert,5
18643,Medscape Alert,6
18644,HQ Email,1
18644,SF,2
18644,Veeva Email,3
18644,Medscape Email,4
18644,EDH Alert,5
18644,Medscape Alert,6
18645,HQ Email,1
18645,SF,2
18645,Veeva Email,3
18645,Medscape Email,4
18645,EDH Alert,5
18645,Medscape Alert,6
18646,HQ Email,1
18646,SF,2
18646,Veeva Email,3
18646,Medscape Email,4
18646,EDH Alert,5
18646,Medscape Alert,6
18647,HQ Email,1
18647,SF,2
18647,Veeva Email,3
18647,Medscape Email,4
18647,EDH Alert,5
18647,Medscape Alert,6
18648,HQ Email,1
18648,SF,2
18648,Veeva Email,3
18648,Medscape Email,4
18648,EDH Alert,5
18648,Medscape Alert,6
18649,HQ Email,1
18649,SF,2
18649,Veeva Email,3
18649,Medscape Email,4
18649,EDH Alert,5
18649,Medscape Alert,6
18650,HQ Email,1
18650,SF,2
18650,Veeva Email,3
18650,Medscape Email,4
18650,EDH Alert,5
18650,Medscape Alert,6
18651,HQ Email,1
18651,SF,2
18651,Veeva Email,3
18651,Medscape Email,4
18651,EDH Alert,5
18651,Medscape Alert,6
18652,HQ Email,1
18652,SF,2
18652,Veeva Email,3
18652,Medscape Email,4
18652,EDH Alert,5
18652,Medscape Alert,6
18653,HQ Email,1
18653,SF,2
18653,Veeva Email,3
18653,Medscape Email,4
18653,EDH Alert,5
18653,Medscape Alert,6
18654,HQ Email,1
18654,SF,2
18654,Veeva Email,3
18654,Medscape Email,4
18654,EDH Alert,5
18654,Medscape Alert,6
18655,HQ Email,1
18655,SF,2
18655,Veeva Email,3
18655,Medscape Email,4
18655,EDH Alert,5
18655,Medscape Alert,6
18656,HQ Email,1
18656,SF,2
18656,Veeva Email,3
18656,Medscape Email,4
18656,EDH Alert,5
18656,Medscape Alert,6
18657,HQ Email,1
18657,SF,2
18657,Veeva Email,3
18657,Medscape Email,4
18657,EDH Alert,5
18657,Medscape Alert,6
18658,HQ Email,1
18658,SF,2
18658,Veeva Email,3
18658,Medscape Email,4
18658,EDH Alert,5
18658,Medscape Alert,6
18659,HQ Email,1
18659,SF,2
18659,Veeva Email,3
18659,Medscape Email,4
18659,EDH Alert,5
18659,Medscape Alert,6
18660,HQ Email,1
18660,SF,2
18660,Veeva Email,3
18660,Medscape Email,4
18660,EDH Alert,5
18660,Medscape Alert,6
18661,HQ Email,1
18661,SF,2
18661,Veeva Email,3
18661,Medscape Email,4
18661,EDH Alert,5
18661,Medscape Alert,6
18662,HQ Email,1
18662,SF,2
18662,Veeva Email,3
18662,Medscape Email,4
18662,EDH Alert,5
18662,Medscape Alert,6
18663,HQ Email,1
18663,SF,2
18663,Veeva Email,3
18663,Medscape Email,4
18663,EDH Alert,5
18663,Medscape Alert,6
18664,HQ Email,1
18664,SF,2
18664,Veeva Email,3
18664,Medscape Email,4
18664,EDH Alert,5
18664,Medscape Alert,6
18665,HQ Email,1
18665,SF,2
18665,Veeva Email,3
18665,Medscape Email,4
18665,EDH Alert,5
18665,Medscape Alert,6
18666,HQ Email,1
18666,SF,2
18666,Veeva Email,3
18666,Medscape Email,4
18666,EDH Alert,5
18666,Medscape Alert,6
18667,HQ Email,1
18667,SF,2
18667,Veeva Email,3
18667,Medscape Email,4
18667,EDH Alert,5
18667,Medscape Alert,6
18668,HQ Email,1
18668,SF,2
18668,Veeva Email,3
18668,Medscape Email,4
18668,EDH Alert,5
18668,Medscape Alert,6
18669,HQ Email,1
18669,SF,2
18669,Veeva Email,3
18669,Medscape Email,4
18669,EDH Alert,5
18669,Medscape Alert,6
18670,HQ Email,1
18670,SF,2
18670,Veeva Email,3
18670,Medscape Email,4
18670,EDH Alert,5
18670,Medscape Alert,6
18671,HQ Email,1
18671,SF,2
18671,Veeva Email,3
18671,Medscape Email,4
18671,EDH Alert,5
18671,Medscape Alert,6
18672,HQ Email,1
18672,SF,2
18672,Veeva Email,3
18672,Medscape Email,4
18672,EDH Alert,5
18672,Medscape Alert,6
18673,HQ Email,1
18673,SF,2
18673,Veeva Email,3
18673,Medscape Email,4
18673,EDH Alert,5
18673,Medscape Alert,6
18674,HQ Email,1
18674,SF,2
18674,Veeva Email,3
18674,Medscape Email,4
18674,EDH Alert,5
18674,Medscape Alert,6
18675,HQ Email,1
18675,SF,2
18675,Veeva Email,3
18675,Medscape Email,4
18675,EDH Alert,5
18675,Medscape Alert,6
18676,HQ Email,1
18676,SF,2
18676,Veeva Email,3
18676,Medscape Email,4
18676,EDH Alert,5
18676,Medscape Alert,6
18677,HQ Email,1
18677,SF,2
18677,Veeva Email,3
18677,Medscape Email,4
18677,EDH Alert,5
18677,Medscape Alert,6
18678,HQ Email,1
18678,SF,2
18678,Veeva Email,3
18678,Medscape Email,4
18678,EDH Alert,5
18678,Medscape Alert,6
18679,HQ Email,1
18679,SF,2
18679,Veeva Email,3
18679,Medscape Email,4
18679,EDH Alert,5
18679,Medscape Alert,6
18680,HQ Email,1
18680,SF,2
18680,Veeva Email,3
18680,Medscape Email,4
18680,EDH Alert,5
18680,Medscape Alert,6
18681,HQ Email,1
18681,SF,2
18681,Veeva Email,3
18681,Medscape Email,4
18681,EDH Alert,5
18681,Medscape Alert,6
18682,HQ Email,1
18682,SF,2
18682,Veeva Email,3
18682,Medscape Email,4
18682,EDH Alert,5
18682,Medscape Alert,6
18683,HQ Email,1
18683,SF,2
18683,Veeva Email,3
18683,Medscape Email,4
18683,EDH Alert,5
18683,Medscape Alert,6
18684,HQ Email,1
18684,SF,2
18684,Veeva Email,3
18684,Medscape Email,4
18684,EDH Alert,5
18684,Medscape Alert,6
18685,HQ Email,1
18685,SF,2
18685,Veeva Email,3
18685,Medscape Email,4
18685,EDH Alert,5
18685,Medscape Alert,6
18686,HQ Email,1
18686,SF,2
18686,Veeva Email,3
18686,Medscape Email,4
18686,EDH Alert,5
18686,Medscape Alert,6
18687,HQ Email,1
18687,SF,2
18687,Veeva Email,3
18687,Medscape Email,4
18687,EDH Alert,5
18687,Medscape Alert,6
18688,HQ Email,1
18688,SF,2
18688,Veeva Email,3
18688,Medscape Email,4
18688,EDH Alert,5
18688,Medscape Alert,6
18689,HQ Email,1
18689,SF,2
18689,Veeva Email,3
18689,Medscape Email,4
18689,EDH Alert,5
18689,Medscape Alert,6
18690,HQ Email,1
18690,SF,2
18690,Veeva Email,3
18690,Medscape Email,4
18690,EDH Alert,5
18690,Medscape Alert,6
18691,HQ Email,1
18691,SF,2
18691,Veeva Email,3
18691,Medscape Email,4
18691,EDH Alert,5
18691,Medscape Alert,6
18692,HQ Email,1
18692,SF,2
18692,Veeva Email,3
18692,Medscape Email,4
18692,EDH Alert,5
18692,Medscape Alert,6
18693,HQ Email,1
18693,SF,2
18693,Veeva Email,3
18693,Medscape Email,4
18693,EDH Alert,5
18693,Medscape Alert,6
18694,HQ Email,1
18694,SF,2
18694,Veeva Email,3
18694,Medscape Email,4
18694,EDH Alert,5
18694,Medscape Alert,6
18695,HQ Email,1
18695,SF,2
18695,Veeva Email,3
18695,Medscape Email,4
18695,EDH Alert,5
18695,Medscape Alert,6
18696,HQ Email,1
18696,SF,2
18696,Veeva Email,3
18696,Medscape Email,4
18696,EDH Alert,5
18696,Medscape Alert,6
18697,HQ Email,1
18697,SF,2
18697,Veeva Email,3
18697,Medscape Email,4
18697,EDH Alert,5
18697,Medscape Alert,6
18698,HQ Email,1
18698,SF,2
18698,Veeva Email,3
18698,Medscape Email,4
18698,EDH Alert,5
18698,Medscape Alert,6
18699,HQ Email,1
18699,SF,2
18699,Veeva Email,3
18699,Medscape Email,4
18699,EDH Alert,5
18699,Medscape Alert,6
18700,HQ Email,1
18700,SF,2
18700,Veeva Email,3
18700,Medscape Email,4
18700,EDH Alert,5
18700,Medscape Alert,6
18701,HQ Email,1
18701,SF,2
18701,Veeva Email,3
18701,Medscape Email,4
18701,EDH Alert,5
18701,Medscape Alert,6
18702,HQ Email,1
18702,SF,2
18702,Veeva Email,3
18702,Medscape Email,4
18702,EDH Alert,5
18702,Medscape Alert,6
18703,HQ Email,1
18703,SF,2
18703,Veeva Email,3
18703,Medscape Email,4
18703,EDH Alert,5
18703,Medscape Alert,6
18704,HQ Email,1
18704,SF,2
18704,Veeva Email,3
18704,Medscape Email,4
18704,EDH Alert,5
18704,Medscape Alert,6
18705,HQ Email,1
18705,SF,2
18705,Veeva Email,3
18705,Medscape Email,4
18705,EDH Alert,5
18705,Medscape Alert,6
18706,HQ Email,1
18706,SF,2
18706,Veeva Email,3
18706,Medscape Email,4
18706,EDH Alert,5
18706,Medscape Alert,6
18707,HQ Email,1
18707,SF,2
18707,Veeva Email,3
18707,Medscape Email,4
18707,EDH Alert,5
18707,Medscape Alert,6
18708,HQ Email,1
18708,SF,2
18708,Veeva Email,3
18708,Medscape Email,4
18708,EDH Alert,5
18708,Medscape Alert,6
18709,HQ Email,1
18709,SF,2
18709,Veeva Email,3
18709,Medscape Email,4
18709,EDH Alert,5
18709,Medscape Alert,6
18710,HQ Email,1
18710,SF,2
18710,Veeva Email,3
18710,Medscape Email,4
18710,EDH Alert,5
18710,Medscape Alert,6
18711,HQ Email,1
18711,SF,2
18711,Veeva Email,3
18711,Medscape Email,4
18711,EDH Alert,5
18711,Medscape Alert,6
18712,HQ Email,1
18712,SF,2
18712,Veeva Email,3
18712,Medscape Email,4
18712,EDH Alert,5
18712,Medscape Alert,6
18713,HQ Email,1
18713,SF,2
18713,Veeva Email,3
18713,Medscape Email,4
18713,EDH Alert,5
18713,Medscape Alert,6
18714,HQ Email,1
18714,SF,2
18714,Veeva Email,3
18714,Medscape Email,4
18714,EDH Alert,5
18714,Medscape Alert,6
18715,HQ Email,1
18715,SF,2
18715,Veeva Email,3
18715,Medscape Email,4
18715,EDH Alert,5
18715,Medscape Alert,6
18716,HQ Email,1
18716,SF,2
18716,Veeva Email,3
18716,Medscape Email,4
18716,EDH Alert,5
18716,Medscape Alert,6
18717,HQ Email,1
18717,SF,2
18717,Veeva Email,3
18717,Medscape Email,4
18717,EDH Alert,5
18717,Medscape Alert,6
18718,HQ Email,1
18718,SF,2
18718,Veeva Email,3
18718,Medscape Email,4
18718,EDH Alert,5
18718,Medscape Alert,6
18719,HQ Email,1
18719,SF,2
18719,Veeva Email,3
18719,Medscape Email,4
18719,EDH Alert,5
18719,Medscape Alert,6
18720,HQ Email,1
18720,SF,2
18720,Veeva Email,3
18720,Medscape Email,4
18720,EDH Alert,5
18720,Medscape Alert,6
18721,HQ Email,1
18721,SF,2
18721,Veeva Email,3
18721,Medscape Email,4
18721,EDH Alert,5
18721,Medscape Alert,6
18722,HQ Email,1
18722,SF,2
18722,Veeva Email,3
18722,Medscape Email,4
18722,EDH Alert,5
18722,Medscape Alert,6
18723,HQ Email,1
18723,SF,2
18723,Veeva Email,3
18723,Medscape Email,4
18723,EDH Alert,5
18723,Medscape Alert,6
18724,HQ Email,1
18724,SF,2
18724,Veeva Email,3
18724,Medscape Email,4
18724,EDH Alert,5
18724,Medscape Alert,6
18725,HQ Email,1
18725,SF,2
18725,Veeva Email,3
18725,Medscape Email,4
18725,EDH Alert,5
18725,Medscape Alert,6
18726,HQ Email,1
18726,SF,2
18726,Veeva Email,3
18726,Medscape Email,4
18726,EDH Alert,5
18726,Medscape Alert,6
18727,HQ Email,1
18727,SF,2
18727,Veeva Email,3
18727,Medscape Email,4
18727,EDH Alert,5
18727,Medscape Alert,6
18728,HQ Email,1
18728,SF,2
18728,Veeva Email,3
18728,Medscape Email,4
18728,EDH Alert,5
