prompt,completion
This is my first time at review-sorry if I blew it.  The article passes just fine--what do I do at DYK to indicate that?,neutral
"If you have something to say for keeping that picture, say it here and I'll copy it over to the FFD page. But, frankly, if you can't even be bothered to check out the <url> rules to find out about why the Zguri image isn't acceptable, how do you expect to be able to make any relevant argument about the other one?",neutral
Is this your photo? Is this the tall tower that's in the downtown area?,neutral
"I understand ''your'' position, however I disagree with it, even regarding the spirit. <ins>Mostly because I don't see linking something as modification of the quote, therefore it's a moot point, even when coupled with bracketed additions.</ins> Perhaps we should see<ins>k</ins> comments from additional editors?",neutral
Oh dear. Does that mean it's too difficult a read for Wiki?,neutral
"I have a question. How do I move these pictures you talked about, to Wikimedia Commons?",neutral
Looks like Jappalang added <url> to the hitlist. Did you find any blank maps of Africa?,neutral
"...and, really, BeeGees?  And not Peter Frampton?",impolite
I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,neutral
"The admin says he thinks it should be renamed, but someone else is trying to pull the ""but it happened in the same area nonsense"". Was I clear enough in explaining where the pictures are listed?",impolite
Hi Asbestos! This is kind of weird for me but I see that you are a participant in the photo project and list yourself as a photographer in Edinburgh and I was wondering if there was any possibility that you would be willing to respond to my recent request <url>?,polite
"You left some comments at <url>, specifically about referencing. I've added some references to the sections you outlined and was wondering if it addressed your concerns enough for you to give the article your support?",impolite
"I wasn't home, but I sent you an e-mail answering the questions asked. Did you receive it?",polite
"Thanks, I've PNG-ised these, and they look quite a lot better (to me, anyway!) &mdash; ""cbc decryption.png"" was missing; I don't suppose that's easily available, for completeness?",impolite
"I have closed <url> as keep. Do you see any objection to my suggestion of a change of name to ""List of Kong Kong Category III films""?",polite
"On the WP:Football discussion you mentioned that Man City had 150,000+ views more than the seasons article. Please could you tell me where I can find page-views for wiki articles?",polite
"Ok, I accept your claims, although I prefer the official names. Do you have MSN Messenger?",neutral
"MONGO, today you speedied this article as a non notable character.  Surely you know the non notable speedy criteria is for real people, not characters?",polite
I'm not even sure who this person is! Which page is this about?,impolite
I've had enough of this. What would you think about filing a RfC?,neutral
"Email checked and responded to.  If you can't respond here, could you at least leave me a note to check my email?",impolite
"Judo, Taekwondo, Boxing etc.?",neutral
Is your name like A <url>? Is the 'A' a negation as to imply that you are not squid?,impolite
That user <url> moved <url> page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,impolite
"So, now that it's clear there's no moratorium, you now think it's controverial?  Can you explain why?",polite
"Thanks for taking all that on....just wondering on the template if that Vancouver / North LM split vs Fraser Valley South LM split is something Elections BC cooked up; ""North"" and ""South"" just don't seem right geographically/compass-wise, it's more like ""West"" and East"".....I'm imagine there's reason to your rhyme; dito Vancouver Island/South Coast which is a-geographical somewhat if North Island is included (the Queen Charlotte Strait region is part of the Central Coast).  If those are divisions used by Elections BC I guess that's what it is, though....I can make some additions to various pages describing the changes relating to ridings they're made out of and waht areas are in/out in each case.....and since the districts were created in 2008, shouldn't hte title say that instead of 2009?",neutral
"After looking through a bunch of those, I think the lead should be formatted like this: a paragraph explaining who he is, a paragraph summarizing his life and career, and a paragraph summarizing why he is so great. What do you think?",neutral
I've been meaning to add soundclips to the Suede and Stone Roses articles (3u20134 for each). I can get to it over the weekend; suggestions?,polite
I'm running out of ideas of useful edits to do. Have you got any ideas?,neutral
"Well, if John Paul II is the 262nd Pope & Benedict XVI is the 265th Pope. Who were the 263rd & 264th Pope?",polite
Is there any content that needs rescuing? The only edit I seem to have deleted was the redirect?,neutral
"Nice work so far on your rewrite of ""The One After the Superbowl"". Are you planning on including info about the Diet Coke fiasco?",polite
"So you see KV, just in case you missed the point, you are in the naughty chair in the naughty corner because of your own baloney, baloney that you bring yourself.  Now, didn't you like that story?",impolite
"APS = <url>. You lost me, which plant are you referring to above?",polite
"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?",impolite
That works better. Do you reckon it may even be worth listing the case in the introductory paragraph?,neutral
"I used the <url> tool, and clicked rather a lot. I'm happy to switch it on for your account, if you'd like?",neutral
He published the document himself for the world to see. What privacy?,impolite
"I kind of agree.  Are you planning on actually editing Wikipedia, or is your whole purpose here to promote this ... study (or whatever it is)?",neutral
Vandalism is putting a live AFD template back? You're a smart one ain't you?,neutral
"Instead of another 3O, why don't you put in a <url>. And no, it's not a threat - it's an observation - why don't you <url>?",neutral
Please see <url>. Can you help?,polite
"One to go. Shouldn't ""now welcome"" be ""not welcome""?",neutral
"Thank you for the links and the explanation. I'd like to help with the project, what did you have in mind?",polite
"Currently, <url> is a subcategory of <url>. What would you suggest doing about this?",polite
"Some pictures are not mine, but those that I have changed, their own. And you can submit a complaint the owners of those photos?",neutral
"Hello Roman! If you have time, could you add a <url> infobox (with census data) for <url>?",polite
"Was the location called Amen Corner before he bought the shop there ? If not, perhaps the location is named after the shop rather than vice versa ?",neutral
"No, I have not read it, as it is of no interest to me or this encyclopedia. Are you claiming that the references make the blog post a reliable source, or why are we still discussing this?",polite
"Don't worry about it. Take it easy, keep the ranting to a minimum and the productive editing to a maximum :) And you're still not convinced you should get an account?",polite
Probably. Could you deal with this one?,neutral
<url>? Do the guidelines disapprove of these kinds of dabs?,impolite
"Also, it strikes me that the <url> need a map. How did you go about getting your Chew Valley map done?",impolite
Eight more articles semi-protected. How many of these damned T & J articles are there?,impolite
"ahhh... so 'Wikipediholic' is preferred to 'Wikipediaddiction' ... so the malady is at least recognised, good.  Where can one obtain help to fight this insidious addiction?",impolite
"Why did you ""nowiki"" the unblock template?  Is it just here for show, or do you want it to be considered?",impolite
"I was wondering why, within your first few edits, you could participate in AfDs and RfCs, and welcome yourself.  Are you a quick learner, or had you been editing anonymously for a while?",neutral
"Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?",impolite
"I strongly agree with deleting poorly sourced articles, articles about people in the news enjoying their 15 minutes of fame, memorials, articles merely linking to the subjects website, articles about internet phenomena which are sourced onlyu to blogs or fansites. We are in accord on many things, but I have one question: On your user page you say ""The name of my dog is not ""human knowledge""-it's unverifiable .""  Shouldn't you have quotes around ""Unverifiable,"" if that's what you call your dog?",impolite
"The page is getting smacked literally every half minute or so, and I think the joke's worn thin. Give us a break?",impolite
"But do you think you can take your concerns to the talk page?  Crazy notion, eh?",impolite
"Hi I saw you mentioned that DirecTV has plans to add MSNBC HD upon launch on <url> but the source you referenced has nothing about DirecTV in it, its just about the HD launch itself, so I removed it per <url>. Do you have a source that specifically says DirecTV WILL add it upon launch?",neutral
"I noticed that you changed the formatting for <url> slightly, putting the links to 18-crown-6 and en to the sentence after the chemical structure rather than in the chemical structure itself. Why is that?",neutral
"I seem to be doing something wrong moving pages to wiktionary, because when I complete a move to <url>, it just stays there as though there were nothing ""special"" about that move target. What am I doing wrong?",neutral
I re-drew the captions on the tugboat diagram <url>. Do they render correctly for you now?,neutral
"Hi Michael, have you ever heard of this term before?  Does it have wide usage?",polite
How do you fix all those edits at once? Do you have to be an admin to do so?,neutral
Do you understand now what was wrong with your edits? What do you intend to do if unblocked?,neutral
"But the main question was that would it be a bad idea to make more articles about characters, orginizations and etc. in a book?",neutral
"No worries, please, dear - I'll keep this stage open at least until tomorrow night if you wish. Sounds ok to you?",polite
I notice that you are using a very old version of my monobook script. Have you considered updating it?,neutral
"I haven't done an 'official investigation' but perhaps it would be revealing.  Alright then, save us the time...enlighten us--how many links have you added to WP that are owned by Stephen Barrett?",neutral
"I've just reinstated the perfectly valid redirect to this. I seem to remember there was some issue years ago with a rock group of the same name, but don't you look at these things before you delete?",impolite
"Hey, so your move of this, and wanted to point out that the reason I put a disambig title on it, was because there are two different labor unions of the same name, either one of which could wind up with an article. But, I don't know that that means the article should automatically get the title, is there a standard for this situation?",neutral
"They come with cheese, come in beef, chicken, and pork and are full of fiber. What's not to like?",neutral
"On an unrelated note, the bot is listing arbitrary breaks in AfDs as separate open AfDs.  Any way to prevent that from happening?",neutral
"Which link are you referencing? Anyway, TTN, that another phony or is that you on WikiQuote?",impolite
"on a separate point, several of the alternative names you mention (eg fan-tailed snipe) I have never heard in the UK or elsewhere in 20 years of birding. Perhaps you could clarify when you add them whether they are former obsolete names, or, if they are still current, where they are used?",neutral
Hi - how's it going?  Do you need more time?,neutral
Thanks! There is yet another at <url>; would you agree it should be closed the same as the others?,neutral
I really think that the text you have drafted at <url> is far fuller and better than the article as currently drafted. Do you have any objection to me deleting the current text (except for the infobox which I will retain) and importing you text in its entirety?,impolite
"That's my understanding as well. So what I'm wondering is, how did you choose where to draw the lines on the map, if there haven't been any agreements?",neutral
"Don't worry, I'm not going to give the new right out to people who'll abuse it. :) Where's the new policy page?",polite
Um.  Thanks?,neutral
"Yes, I agree. Would you please make the appropriate change?",polite
"Oh, in that case you want <url>. So Vigen Geodakyan is your father?",impolite
"Rklawton, I apologize for persisting, but criterion 8 of <url> says that a band must be the ""most prominent of the LOCAL scene of a city"" to be notable enough to justify a page, and Finish Ticket is demonstrably the most prominent band of the local San Francisco scene. Why is that not sufficient?",neutral
Hmm. Over?,impolite
"Hello, csloat. What is your response to my suggestion <url>?",neutral
"Die Person, die Probleme macht, ist jetzt in Schwierigkeiten. Vielleicht seit langem?",impolite
I am very concerned with T2. Do you have any ideas on how to stop it from being implimented?,neutral
"I seeu2014yes, those can easily be changed back. Would you rather I start a fresh discussion about these?",neutral
I assume you like to play '''U.S.''' billiards bottom right corner?,impolite
Can you give me a general description of <url>? Does it mention anything about making movie?,neutral
"If you want I could simply remove the maps from each article, its not that important. What do you think?",neutral
"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?",impolite
You do not appear to have alerted the other previous Delete advocates yet.  May we take this as a tacit admission that actually you ''were'' intending to skew the deletion review?,neutral
"Hi, <url> to <url> broke the templates.  Can you fix that, please?",neutral
I presume you just removed every backlink to <url> on accident?  Did you need me to revert that real quick?,impolite
"Hi, I did post at <url> about the new Civil Ensign for Jersey but I've not had a reply yet. Any thoughts?",polite
"Richiez, if you are a surgeon, there's a good chance that Intuitive Surgical would bring a robot to your home or office for free so that you could test drive it without further obligation.  What have you got to lose?",impolite
"Thank you for contacting me, the history has been restored given the link you provided.  Would you mind assisting with sourcing of the article so that it complies with <url> policy?",neutral
"I wondered if you could recommend the best book on <url>. FOr Christmas, what would be the most detailed book (with lots of beautiful photographs) of Ladakh?",neutral
"And ""...definitions..."".  What do you mean by ""...definitions...""?",impolite
When would any WP policy e.g. <url> require a change in citation style?,impolite
"its - it's - its - Sheesh !  Thanks for fixing :-)  Scary, huh?",neutral
"BTW, are you having a problem with the orange strip that tells you that you have a message? Mine keeps on coming back when there is no message?",neutral
"Hi, thanks for letting me know about my signature not being linked. I tried to save the settings in preferences - did it work?",polite
"What do you suggest we do with the ''citation needed''?  Once we remove that, I would say it's pretty close to a GA.  What do you think?",neutral
"SPI is not for just simple yes no answers. Why did you not warn the Minneapolis IP, they are warring as much as Bb23?",neutral
"Since I have not been able to get an answer to this on the project page, let me ask you directly: Did you receive Durova's ""secret evidence"" prior to the blocking of <url>?",neutral
"I just traced an IP you just blocked for six months, <url>, and it is a school IP. Is this block an anonymous only block, or is it a full block?",neutral
You are able to read it here <url>. Wondering if this is worthy of sign post?,neutral
"Hi Leah, is it working again? I had some difficulties with WP in general a couple of days ago and was wondering if your issues had the same origin?",neutral
It's amazing how selective our memory can be. How's the project going along?,polite
"It seems you have been investigating this administrator and have brought up several incidents in your evidence based on that. If possible, could you please link to the feedback that Dreadstar has received as an administrator during/after each of those incidents (and if there was no feedback to any of those incidents, could you please let me know in reply to this)?",polite
"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",polite
Yes. What about ''Q''&times;''Q'' with the L<sup>1</sup> norm?,neutral
"According to <url>, your ""ban"" is not specifically linked to any amount of time, but rather your effort and results. That said, what exactly do you mean by ""stalked""?",impolite
"""Provocations""? How is it provoking to suggest to an American-expat that calling people in Taiwan ""Taiwanese"" is not controversial?",impolite
An RFC on the spelling of Spitsbergen (or is it ''Spitzbergen'') is currently taking place <url>. Possibly worth mentioning in the Signpost?,neutral
"I assume you were directing these comments to Malcolm, who was reverted by multiple people (and who blatantly violated the 3RR, as pointed out on his talk page).  Correct?",neutral
"Except for the one about the Chevrolet Monza bit at the middle which came from the Prototype book, was in fact come from the Brumos website, but the last time I read that was back in February 2001. Also is with the referencing, the page is now a total mess, is there a way that could be sorted out, I would be very thankful if you could help?",polite
"Yeah, I thought the anime was first. Would it still make sense to include <url>?",neutral
Somebody keeps moving the Shannan Prefecture to Lhoka Prefecture. What is your view on this?,polite
"This statement by The Four Deuces <url> makes little sense to me, does this user often obfuscate like this? The source is quite unambiguous in stating ""communist terrorists"" how on earth does this not mean the author is talking of communist terrorism?",polite
How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?,impolite
"OK, so a website might not be reliable even if its sources are (despite the convenience in showing both on wikipedia for guidance, as mere reading material). But what you failed to explain is... WHY IS THIS PARTICULAR AND UNMENTIONED BY THE RULES WEBSITE UNRELIABLE?",neutral
How is the disc? Would you like the peer review to resume?,neutral
"As for restoring the image, no I will not. Did you consider that you are asking me to put up an image for which I know the ""fair use"" claim to be bogus, and that this is illegal?",neutral
"no, not funny, unless you are a mentally challenged person. Why don't you find a better hobby where you don't post lies and offend the people of Tibet?",impolite
"Good job, great article. Where did you get the idea, out of curiosity?",polite
Thank you for the rollback. Does it appear in <url> or only in the history?,polite
You call what I did wikistalking yet these editors are allowed to do the same thing to me? Where's the sense in that?,impolite
4. Are there any signed agreement with the Anglican Church in this regard?,neutral
"I've never played the RPG. What more information does it provide about Argos, Atlas, Julie, Ron, and the FISS Metas?",neutral
"OK, same situation here :-)  Marskell and I agreed on a proposal that would initially just give us some backup on the day-to-day stuff, not necessarily closes, but to work in to people who could help when we needed time off.  Is it OK with you if I go ahead and propose that to Raul?",neutral
Whoever's using the account has requested unblock again and seems penitent. Any comments?,neutral
I agree it is a bit hectic how active the conversation is. Would you like to take it to #wikipedia ?,impolite
"Got that ''Spin'' article in the post today; should prove helpful. Also, I've added a Musical style section to the <url> article; any particular thoughts on what song would best exemplify the Dinosaur style?",neutral
"Listen, the reason I put those signs in the code 'break-clear' is because the arrangement of the blocks is ''off-key'', at least when looking through IE or Mozilla. Why are you taking them off?",impolite
"Hi the table you removed was added after a discussion <url>, so please give us a reason why you removed it??",neutral
Denied. I take it then that you deny responsiblity for an account (which I'll not name here) created just four minutes after you made that edit?,impolite
"Hi, I noticed on <url> you mentioned its Alexa traffic rank.  How do you find out the Alexa traffic rank of something?",neutral
"In short, based on the sparse information provided by outsiders, I would like to work constructively with you (and others) to whip the article into shape, as its presence seems warranted but the article is unlikely to garner necessary details from random contributors.  What shall I do next?",polite
Could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  Or did you not even bother to research before making such claims?,impolite
"Well, I think this is a murder that could do with wide categorisation (as an example of asian-on-white killings, rather than the far more famous white-on-black, not to mention that British does nto automatically=English. If it's merely a matter of preference, do you mind if I put the British one back?",neutral
Replied there. Should we keep it in that one place for now?,neutral
"Maybe, but we're both involved now. Do you think it's worth going to ANI over?",neutral
"I created this for you. However as a registered user, do you know you can create categories by yourself?",neutral
Who do you think will be the next president? Do you have a favorite yet?,neutral
"In <url>, you said that ""the template which appears only on his music sub pages"". Do you regard <url> as a sub page?",neutral
Have a look at the changes. Do you think they will break anything?,neutral
"Hello, I'm with the project of turning the list <url> hat is the same list in English, but in another language, and more link for azure. I have a problem, <url>, could you help me?",polite
"Notwithstanding the caption, my understanding is that because of the time since the first publication of the photo, the copyright has expired and Iu2019m free scan the figure and upload the image to Wikipedia. Is this correct?",neutral
"lol thanks. so, australia, huh?",neutral
I had to revert another one <url>. How about that protection?,impolite
I believe supserstition exists.  Why did you ask me?,neutral
"ww - hey, good work on the new pages that you've added in the last couple of days (5-6 isn't it?). I add them to <url> when I notice them, but I'm not sure that I catch them all; I don't suppose you could add them to the list on creation?",polite
Thanks again.  Do you have any suggestions for how we might change the article to take the practical side of this into account with being (a) inaccurate or (b) overly technical?,polite
Just curious. Does the '''tab''' key move your cursor to the search box?,neutral
"Since everyone else seems to be passing the buck here about finding the discussion, as per the argument on the above page's talk page, there is (and I know it existed at one time at least) a discussion, somewhere, about who to include and exclude from this page.  User Rjanag points us to you as knowing the location of the discussion, so do you know where it is?",neutral
"I see! By the way, this doesn't seem to make sense: ""Simon was hired as a writer, becoming showrunner by the age of 23."" Simon must have been 23 in 1978, so either the birth date is wrong or he's lying about his age?",impolite
"Accepting that military aircraft accidents are generally not notable enough for a stand alone article, what are your thoughts on the crash of a Mosquito at an airshow at Manston in 1948 that killed ten members of the public as well as both crew. Notable enough to sustain an article or not?",neutral
"Gee, thanks. But shouldn't it be a barnstar for '''''bad''''' humor, or maybe for the humor ""phlegm""?",impolite
Yeah I have.  Yes I know that; you saying I'm a malicious admin?,impolite
"You've seen the RR crossing sign, such as Image:Highway-Rail_Grade_Crossing_Advance_Warning_sign.svg. How about this idea for a ""3RR crossing"" sign?",neutral
Naughty naughty! :-) How goes things?,impolite
"Pat, for someone who has died, you don't say ""he is a former professional baseball player"", you say ""he was a professional baseball player"". Okay?",impolite
"Hi, how are the revisions going?  Do you want me to take another look yet?",neutral
"Is it ok to use words like: here are some ""good"" or ""recommended"" reliable secondary sources?  Or does that have to be determined by consensus?",neutral
"Also, is <url> about chemistry, sociology, theology, international law, or what??  '''I''' know the answer to that question, but does the person reading the article know?",impolite
"I will say this, though, in the form of a suggestion: it makes me a bit uneasy to see you so involved and sometimes argumentative in your nomination. Why not step back and let the community do its thing?",neutral
I responded to you on my talk page. A pity the WorldCat proposals you posted met with such deafening silence... but can we claim that as implicit support?,neutral
"What should we write, then? Do we make note of the split-up around 1917 and omit the mention of 1931, or do we make note of the split-up around 1917 and mention that the marriage (may have) lasted until 1931?",neutral
"BTW, I see you've left some comments at <url>. Would you be interested in signing on to the project?",neutral
"Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?",neutral
"I am waiting for some belly rubs, and my little fangs are sticking out! Can you believe it, in real life I'm exactly that cute?",neutral
"Hi, I see you voted ""support"" but in the neutral section. Would you like to move that to the support section?",neutral
"My concern about the article above still stands (re: notability). Now that it has been unmerged (against the AfD), will it be merged into the Begin articles as suggested, or will it have to be renominated?",impolite
"Yes, and there has been a user from an AOL IP who has been trolling Pilotguy for weeks. Why must you blindly disagree with everything anyone says to you?",impolite
Personal attacks and refusing to answer questions. What are you hiding?,impolite
I couldn't tell you why glam rock was there. Better?,impolite
"As a former administrator, and therefore a veteran editor who knows how wikipedia really works, I am actually surprised you would even ask such a question with such an obvious answer. I suspect you were simply pointing out a perceived injustice with a question founded in a <url> that you yourself did not take seriously?",impolite
I am confused as to <url> where it claism you moved it from <url> and it is currently added to <url>.  The rfcn had been previously closed as allow?,neutral
"Martin, sorry to disturb you, but you said that Kelson is making the new ZIM file, where is the location of that file? Does it also reside at <url>?",polite
"That line in <url>: ''<url>, the slashed zero character'', shouldn't it be ''<url> or slashed zero, the slashed zero character''? How's <url> doing?",impolite
"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again.  projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",polite
"Thank you, it's much appreciated. What do you think of the changes so far?",impolite
Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite
"That's OK &mdash; I just wondered if you had a new translation that used ""on"".  Where are you studying philosophy, by the way?",neutral
"This is helpful for automatized transfer scripts. By the way, did I get the location tag right on <url> :-) ?",polite
"Hey, what was with the fact tag? Do you dispute its name?",neutral
"Well, if it isn't ""ours"" to feature, why is it ""ours"" to use? Do you mean to say that, for you, the best possible encyclopedia would not use images from outside sources, no matter their license?",impolite
"I have just noticed that today a Wikipedia administrator added a POV tag in the u201cPsychohistoryu201d article, which you have contributed to edit. Perhaps someone should do a little work to balance the article and remove the tag?",impolite
<url> and <url> seem to be two articles on the same subject.  What's the point of having separate articles?,impolite
Your signature currently seems to be turning into question marks (your previous signatures are still cyrillic). Is this deliberate?,neutral
"""It doesn't seem like there is anything here worth merging which isn't in other articles already"" - in which articles? What is your knowledge of the Soviet system?",polite
Hi! Could you consider speedy deleting <url>?,impolite
"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",polite
"I understand your point about MJ being very close and having competent editors, but do you not think those of us who understand the source problems, etc. that the Reagan page is having should try and explain them to those editors (that is, try to educate them)?",impolite
"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",impolite
last msg ???,impolite
"By the way, see the comments by Carlaude on my talk page re: holding off on the AD ones. I was under the impression he only needed a few days delay, but now he mentioned another week or longer?",neutral
What's going on? Why did you revert my edits to those articles without any explanation?,impolite
"So, I'm a ""deletion fanatic""? Why don't you refrain from uncivil remarks and focus on adding sources to your unsourced stubs - help the encyclopedia rather than pissing off people?",neutral
This IP address <url> has taken it upon himself to start removing stuff with fact tags on it. Is that appropriate?,neutral
"I certainly think more things should be deleted from enwiki, but TheCommunity(tm) is fickle. Are you complaining about something ''I'' did?",neutral
Thanks for your input. Can we live with this version of <url>?,neutral
"CW, you are aware that Lebanon isn't Hezbollah, right? In the same way that Ireland isn't the IRA?",neutral
Sounds great. Do you think you could add this over at the dicsussion I've started at <url>?,neutral
"It appears that <url> is editing Mike Patton-related articles again, this time <url>. I'm wondering if you think further blocks would be in order, or semi-protection for those articles?",neutral
"Mainly about Diane and Janine. Even if it's for an  episode or two, Don't we usually re-add their names to the cast based on their existing history with the show?",neutral
"Could I now rewrite the current <url> article to be primarily about the comic, with a small section mentioning that a future film has been announced? Or should I wait until the deletion debate is over and then (if neccessary) create a new <url> article like that?",polite
"No, YOU mail OTRS with your translations. What do you have to lose, but the few minutes it would take to put them together with an explanation of the situation?",neutral
"Regarding <url>: you closed it as no consensus, and I admit its close, but there are four well thought out deletes and only three keeps don't (in my view) present any clear arguments. Do you mind taking another look?",impolite
"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?",impolite
I had some problems updating images in the <url> FAC. The images are uploaded both on Wikipedia and on Wikimedia Commons under the same name ... how do I get the links on the page to connect to the Wikimedia images rather than the Wikipedia ones?,neutral
"How should we go about doing that?  We can't just take over the group, can we?",neutral
You should really use edit summaries to justify your edits. Explain?,neutral
"Hi, I was removed from the ""request for approval"" list at the vandalproof, and not put on either the ""approved"" or ""denied"" lists. Could you tell me why, please?",polite
Hi good work on Juno one thing in the background section Rommel had handed over to General <url> and left Tunisia prior to the surrender. Don't know if you want to change that to - Following the Anglo-American victory against the <url> or von Arnim ?,neutral
I accept your point and won't classify as Military of Japan. What would be a better desciption for these historical Japanese soldiers?,neutral
"Eh? No, those facts were correct, why do you think they were not?",impolite
"Hey, if you want to assert that a cite does not say what it clearly does say, how about actually coming to the discussion page to discuss it, rather than treating edit summaries like a discussion space?  Why the hell am I the one being accused of edit warring, when I'm the only one actually willing to talk on the discussion page?",impolite
"Rann, Redmond, 2010 election all currently in vandal wars. Can I request temp protection?",neutral
"Hi, yes I love your stats tool too. But could it also cover wikiversity and perhaps the other sister projects?",polite
I remember your commenting on this about seven years ago.  What's your view today?,neutral
"Anyway, if you feel that strongly about it we should at least add a summary. Whats you think?",impolite
Are you saying that you have a close or imtimate relationship with N.I.?,impolite
In general it isn't a great idea to block an IP address indefinitely although this one seems to be pretty static. Maybe reduce to 6 months rather than indefinite?,neutral
Another article created by Jergens. Is this one legitimate?,impolite
"I appreciate your effort to seek consensus through a merge proposal before merging <url> to <url>, but as you are no doubt aware, no one participated in the discussion, meaning that while there was no articulated consensus against it, there was also no consensus for it. May I recommend undoing the merge for now, re-opening the discussion, and seeking wider input at the relatively large number of WikiProjects that handle those articles?",polite
You say references at <url> are not specific and not enough.  Can you be specific about that?,neutral
Inch es gartsum? <url>...do you have email by the way?,polite
"As his son (the mayor) was also an MP, this doesn't seem an ideal disambiguation, though I'm not sure what would be better here!  Perhaps we need to resort to using dates?",neutral
"Hello. Regarding <url>, could you tell me what supports this being a free image?",neutral
I just saw that after I left this message to you. By speech marks do you mean quotation marks?,neutral
You're joking? <person> and <person> have no word play in spite of the same kanji?,impolite
"Instead of deletion, I'm considering simply redirecting Ponystars to <url>. Any objections?",polite
"Hello, I'm just wondering how you have found out all the birthdates for the Coronation Street characters? Does it say somewhere?",neutral
"I don't know, but that doesn't make any sense to me.  What do you think?",neutral
"You make it very hard to believe that you're acting in good faith when you rewrite the <url> article to remove all references to ""liberal,"" but keep the phrase ""conservative Independence Institute.""  I see POV-pushing when that happens.  If you're so concerned about adjectives, why not edit the articles about AEI or Heritage or Americans for Tax Reform?",impolite
"From the edit history to the template, it appears that your last edit has not been undone so hopefully this issue is resolved. You are both editors of between 1 and 2 years experience here, so perhaps a bit better communications would be a better approach in future?",polite
you could have started the discussion yourself. How can you say there was no consensus against the edits if there had been no discussion at the time you were doing the reverting?,neutral
"Yeah I'd be happy to look at the list, however can't promise much! Shall we discuss it on the article's talk page so that any comments are in the relevent place?",polite
"I have to ask, why are you separating topics into different sections? And was I right in my edits to <url>?",neutral
You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?,neutral
"OK, we are talking about two remaining articles here. The categories serve absolutely no categorization purpose, so why are you being stubborn about it?",neutral
"SE, I've briefly blocked your bot because I see it's changing embedded links to footnotes again, against <url>. Did you discuss with anyone that you were doing this, or get permission to use it?",impolite
Why doesnt belong there??,impolite
"Saw your note on Herbythyme's pageu2014this is great! How come this isn't more widely ""publicized""?",neutral
"I just put a table in for the novel villains (to put the novels and films on the same level), but it's kind of messed up (I know presscious little about tables on Wikipedia).  Could you please help me fix it?",impolite
"...why not try something a bit more proactive? Now, obviously he's using proxies, but are there no rangeblocks that might make his job harder?",impolite
Which of course is all the more ironic as my initial edits were an attempt to ''improve'' the article per <url>. Who the hell would have predicted all this?,neutral
Where would you like the review? On the article talk page?,polite
"If you were falsely accused of vandalism, the best thing to do is to talk to the user who accused you, and explain why your edit was not vandalism. Which user accused you vandalism?",neutral
"...cause I feel like a petulant kid, posting it. But: ""We have three volunteers: Awadewit, Mike Christie and Wrad."" Given that I, you know, proposed the countries idea, wasn't it obvious that I was volunteering?",impolite
I'm sure you're right but I can't find it in FM and haven't found it anywhere else. Could you cite sources in the article?,impolite
"<person> - sorry about that, those situations are confusing. Maybe Twinkle uses, or behaves like, rollback?",neutral
"I wish I could help you, but I know very little about Iranian rock music. Have you asked any other Iranian members?",polite
"Rod, this guy's ( <url>) talk page as well as the history of vandalism to the <url> page seems to indicate that he's the main perpetrator. Is there some way to ban one particular user from editing a page, based on repeat incidents of vandalism to that page?",impolite
"It's simple Pumpie. Why don't you try to understand all parts, or write in your own language?",neutral
I'm familiar with <url> and I don't think it violates <url>. Which specific provision of <url> are you referring to?,neutral
You seem to have an agenda of denying that some of the ancients were pedophiles. Why?,neutral
"Actually meant this to go up under Cunard's comment above, but the new love-heart thingumyjig doesn't have that subtlety. See these new wikilove templates are pretty nifty atren't they?",neutral
Thanks for the link to the Flag template WikiProject at the MoS discussion. Has there been much discussion at the WikiProject about the limits/usefulness of flag icons?,neutral
"On a more practical note: One either does or doesn't agree to take part in mediation. Which is it, please?",impolite
How many times do I have to revert you before you stop? Do you want to get blocked?,impolite
Thanks for the heads up. He doesn't know any english?,polite
"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?",polite
Are you kidding me? Do you even bother to click on <url> to see its fleet?,impolite
